year,month,day,gender,births
1969, 12, 5, M, 5440
1970, 1, 20, M, 5440
1979, 7, 25, M, 5441
1979, 10, 22, M, 5441
1982, 1, 26, M, 5441
1982, 5, 4, M, 5441
1986, 11, 24, M, 5441
1969, 7, 30, M, 5442
1969, 10, 9, M, 5442
1979, 8, 27, M, 5442
1984, 12, 11, M, 5442
1987, 4, 17, M, 5442
1982, 2, 2, M, 5443
1986, 12, 10, M, 5443
1969, 6, 24, M, 5444
1969, 7, 9, M, 5444
1971, 8, 26, M, 5444
1984, 2, 10, M, 5444
1984, 7, 13, M, 5444
1985, 4, 17, M, 5444
1985, 10, 28, M, 5444
1987, 1, 22, M, 5444
1980, 6, 26, M, 5445
1982, 5, 7, M, 5445
1983, 4, 8, M, 5446
1985, 4, 25, M, 5446
1986, 6, 18, M, 5447
1985, 5, 1, M, 5448
1985, 12, 5, M, 5448
1980, 7, 24, M, 5449
1982, 6, 8, M, 5449
1983, 8, 24, M, 5449
1985, 3, 21, M, 5449
1970, 8, 1, M, 5450
1982, 10, 14, M, 5450
1985, 2, 26, M, 5450
1987, 1, 14, M, 5450
1981, 6, 9, M, 5451
1982, 5, 17, M, 5451
1982, 12, 16, M, 5451
1985, 1, 22, M, 5451
1979, 10, 3, M, 5452
1980, 10, 6, M, 5453
1982, 6, 14, M, 5453
1982, 11, 2, M, 5453
1983, 6, 22, M, 5453
1985, 10, 14, M, 5453
1987, 4, 29, M, 5453
1988, 1, 8, M, 5453
1969, 8, 28, M, 5454
1986, 5, 22, M, 5454
1982, 11, 29, M, 5455
1982, 12, 20, M, 5455
1984, 12, 12, M, 5455
1986, 1, 10, M, 5455
1987, 3, 23, M, 5455
1988, 1, 13, M, 5455
1982, 6, 3, M, 5456
1983, 10, 5, M, 5456
1984, 11, 16, M, 5457
1985, 10, 23, M, 5457
1971, 7, 27, M, 5458
1983, 3, 4, M, 5458
1983, 8, 22, M, 5458
1985, 10, 30, M, 5458
1980, 12, 17, M, 5459
1982, 5, 10, M, 5459
1984, 7, 5, M, 5459
1985, 12, 6, M, 5459
1970, 11, 13, M, 5460
1977, 7, 6, M, 5460
1983, 6, 13, M, 5460
1983, 8, 1, M, 5461
1969, 11, 12, M, 5462
1971, 2, 26, M, 5462
1985, 6, 12, M, 5462
1986, 4, 17, M, 5462
1981, 11, 24, M, 5463
1970, 6, 26, M, 5464
1970, 10, 15, M, 5464
1971, 7, 20, M, 5464
1984, 3, 1, M, 5464
1978, 9, 6, M, 5465
1982, 11, 19, M, 5465
1984, 6, 12, M, 5465
1984, 12, 20, M, 5465
1987, 1, 16, M, 5465
1987, 4, 20, M, 5465
1970, 11, 2, M, 5466
1982, 6, 17, M, 5466
1970, 12, 7, M, 5468
1984, 6, 20, M, 5468
1984, 11, 19, M, 5468
1986, 11, 7, M, 5468
1987, 12, 31, M, 5468
1981, 12, 22, M, 5469
1985, 2, 5, M, 5469
1985, 2, 27, M, 5469
1982, 6, 11, M, 5470
1984, 6, 28, M, 5470
1985, 2, 11, M, 5470
1979, 9, 20, M, 5471
1984, 10, 22, M, 5471
1985, 5, 15, M, 5471
1970, 10, 19, M, 5472
1979, 7, 20, M, 5472
1984, 6, 8, M, 5472
1985, 3, 26, M, 5472
1985, 5, 6, M, 5472
1987, 2, 6, M, 5472
1988, 1, 6, M, 5472
1982, 8, 13, M, 5473
1986, 11, 12, M, 5473
1987, 2, 5, M, 5473
1969, 7, 14, M, 5474
1969, 7, 17, M, 5474
1970, 11, 4, M, 5474
1986, 10, 29, M, 5474
1979, 8, 2, M, 5475
1983, 7, 11, M, 5475
1986, 1, 7, M, 5475
1969, 7, 11, M, 5476
1970, 10, 22, M, 5476
1971, 2, 12, M, 5476
1986, 3, 17, M, 5476
1981, 11, 6, M, 5477
1981, 11, 20, M, 5477
1985, 2, 15, M, 5477
1985, 12, 4, M, 5477
1987, 2, 18, M, 5477
1969, 9, 8, M, 5478
1971, 1, 19, M, 5478
1986, 6, 9, M, 5478
1985, 11, 18, M, 5479
1970, 12, 11, M, 5480
1979, 8, 31, M, 5480
1979, 9, 12, M, 5480
1983, 5, 25, M, 5480
1981, 5, 28, M, 5481
1985, 3, 22, M, 5481
1985, 10, 21, M, 5481
1969, 8, 25, M, 5482
1970, 7, 13, M, 5482
1971, 1, 28, M, 5482
1986, 1, 28, M, 5482
1987, 3, 4, M, 5482
1983, 11, 15, M, 5483
1984, 12, 4, M, 5483
1986, 4, 2, M, 5483
1987, 3, 11, M, 5483
1969, 12, 9, M, 5484
1970, 3, 4, M, 5484
1985, 4, 4, M, 5485
1987, 2, 23, M, 5485
1971, 9, 27, M, 5486
1980, 6, 23, M, 5486
1981, 10, 13, M, 5486
1982, 12, 28, M, 5486
1982, 12, 14, M, 5487
1985, 12, 10, M, 5487
1969, 6, 27, M, 5488
1969, 11, 7, M, 5488
1981, 12, 21, M, 5488
1986, 1, 31, M, 5488
1986, 10, 9, M, 5488
1984, 11, 15, M, 5489
1986, 6, 3, M, 5489
1981, 10, 6, M, 5490
1985, 4, 26, M, 5491
1970, 3, 24, M, 5492
1970, 7, 9, M, 5492
1983, 2, 15, M, 5492
1983, 11, 8, M, 5492
1985, 11, 21, M, 5492
1986, 3, 12, M, 5492
1987, 1, 30, M, 5492
1981, 7, 6, M, 5493
1982, 3, 2, M, 5493
1970, 5, 26, M, 5494
1980, 10, 10, M, 5494
1986, 11, 3, M, 5494
1981, 6, 22, M, 5495
1983, 6, 27, M, 5495
1984, 11, 9, M, 5495
1984, 12, 14, M, 5495
1969, 7, 7, M, 5496
1970, 10, 23, M, 5496
1971, 9, 30, M, 5496
1985, 3, 1, M, 5496
1986, 6, 2, M, 5496
1987, 3, 16, M, 5496
1980, 10, 9, M, 5497
1982, 4, 6, M, 5497
1986, 3, 19, M, 5497
1987, 1, 28, M, 5497
1988, 5, 2, M, 5497
1971, 7, 13, M, 5498
1971, 8, 17, M, 5498
1979, 7, 13, M, 5498
1982, 1, 19, M, 5498
1984, 11, 6, M, 5498
1985, 10, 16, M, 5498
1987, 2, 11, M, 5498
1978, 8, 15, M, 5499
1983, 4, 12, M, 5499
1983, 7, 25, M, 5499
1980, 8, 21, M, 5500
1983, 6, 20, M, 5500
1983, 9, 26, M, 5500
1983, 10, 7, M, 5500
1987, 4, 13, M, 5500
1979, 12, 18, M, 5501
1980, 8, 11, M, 5501
1984, 12, 17, M, 5501
1987, 3, 2, M, 5501
1987, 5, 6, M, 5501
1970, 1, 13, M, 5502
1970, 6, 17, M, 5502
1980, 10, 7, M, 5502
1979, 9, 26, M, 5503
1982, 4, 20, M, 5503
1982, 5, 28, M, 5503
1984, 11, 13, M, 5503
1969, 10, 7, M, 5504
1969, 12, 12, M, 5504
1970, 7, 23, M, 5504
1970, 11, 19, M, 5504
1979, 7, 23, M, 5504
1980, 12, 2, M, 5504
1987, 12, 11, M, 5504
1970, 10, 14, M, 5506
1970, 11, 16, M, 5506
1979, 7, 3, M, 5506
1982, 2, 16, M, 5506
1983, 6, 3, M, 5506
1987, 10, 19, M, 5506
1979, 8, 23, M, 5507
1969, 12, 17, M, 5508
1971, 7, 21, M, 5508
1987, 1, 29, M, 5508
1987, 2, 9, M, 5508
1987, 2, 26, M, 5508
1987, 12, 9, M, 5508
1983, 9, 1, M, 5509
1984, 6, 27, M, 5509
1970, 6, 29, M, 5510
1980, 7, 21, M, 5510
1988, 3, 28, M, 5510
1988, 12, 22, M, 5510
1982, 3, 16, M, 5511
1986, 4, 14, M, 5511
1987, 3, 5, M, 5511
1988, 3, 10, M, 5511
1969, 9, 2, M, 5512
1969, 12, 2, M, 5512
1970, 1, 27, M, 5512
1980, 6, 24, M, 5512
1985, 3, 20, M, 5512
1987, 2, 20, M, 5512
1982, 5, 26, M, 5513
1982, 12, 30, M, 5513
1971, 1, 11, M, 5514
1981, 12, 1, M, 5514
1980, 8, 6, M, 5515
1982, 12, 21, M, 5515
1983, 6, 21, M, 5515
1983, 10, 11, M, 5515
1984, 3, 16, M, 5515
1985, 5, 22, M, 5515
1986, 6, 19, M, 5515
1969, 7, 2, M, 5516
1969, 9, 29, M, 5516
1970, 2, 17, M, 5516
1981, 5, 27, M, 5516
1984, 3, 20, M, 5516
1988, 1, 25, M, 5516
1980, 7, 2, M, 5517
1980, 12, 19, M, 5517
1984, 10, 17, M, 5517
1970, 8, 27, M, 5518
1970, 12, 9, M, 5518
1980, 7, 18, M, 5518
1983, 7, 18, M, 5519
1969, 12, 31, M, 5520
1982, 12, 17, M, 5521
1983, 4, 7, M, 5521
1985, 3, 14, M, 5521
1970, 3, 10, M, 5522
1970, 6, 23, M, 5522
1981, 12, 17, M, 5522
1984, 11, 1, M, 5522
1986, 2, 19, M, 5522
1986, 2, 21, M, 5523
1969, 12, 1, M, 5524
1970, 10, 26, M, 5524
1980, 7, 3, M, 5524
1981, 7, 13, M, 5524
1982, 6, 25, M, 5524
1982, 11, 9, M, 5524
1985, 2, 19, M, 5524
1986, 4, 4, M, 5524
1986, 10, 22, M, 5524
1987, 10, 26, M, 5524
1969, 8, 5, M, 5526
1969, 9, 12, M, 5526
1971, 1, 5, M, 5526
1979, 8, 9, M, 5526
1980, 8, 14, M, 5527
1982, 5, 18, M, 5527
1986, 3, 14, M, 5527
1988, 3, 11, M, 5527
1970, 6, 9, M, 5528
1970, 8, 6, M, 5528
1970, 8, 20, M, 5528
1985, 5, 8, M, 5528
1986, 2, 4, M, 5528
1981, 10, 16, M, 5529
1986, 1, 21, M, 5529
1986, 4, 9, M, 5529
1969, 8, 18, M, 5530
1982, 7, 1, M, 5530
1986, 3, 28, M, 5530
1986, 4, 22, M, 5530
1969, 7, 3, M, 5532
1979, 8, 8, M, 5532
1987, 4, 23, M, 5532
1987, 4, 28, M, 5532
1979, 8, 29, M, 5533
1985, 1, 15, M, 5533
1980, 7, 10, M, 5534
1980, 8, 4, M, 5534
1985, 6, 6, M, 5534
1979, 8, 30, M, 5535
1980, 12, 18, M, 5535
1983, 6, 1, M, 5535
1986, 3, 20, M, 5535
1979, 9, 28, M, 5536
1979, 11, 20, M, 5536
1981, 7, 1, M, 5536
1985, 11, 4, M, 5536
1986, 11, 21, M, 5536
1987, 7, 13, M, 5536
1979, 8, 3, M, 5537
1983, 4, 5, M, 5537
1987, 3, 12, M, 5537
1988, 2, 25, M, 5537
1980, 10, 14, M, 5538
1986, 5, 1, M, 5538
1980, 8, 22, M, 5539
1983, 3, 18, M, 5539
1983, 10, 3, M, 5539
1985, 11, 8, M, 5539
1986, 6, 23, M, 5539
1987, 11, 13, M, 5539
1970, 8, 5, M, 5540
1984, 11, 27, M, 5540
1987, 1, 27, M, 5540
1979, 8, 21, M, 5541
1985, 1, 25, M, 5541
1985, 4, 22, M, 5541
1979, 8, 14, M, 5542
1983, 8, 11, M, 5542
1983, 8, 29, M, 5542
1980, 7, 25, M, 5543
1969, 10, 28, M, 5544
1970, 7, 22, M, 5544
1970, 8, 28, M, 5544
1983, 9, 15, M, 5544
1985, 3, 19, M, 5544
1985, 12, 18, M, 5544
1988, 3, 30, M, 5544
1979, 7, 17, M, 5545
1981, 9, 3, M, 5545
1988, 3, 9, M, 5545
1969, 11, 25, M, 5546
1969, 12, 19, M, 5546
1971, 1, 13, M, 5546
1985, 11, 7, M, 5546
1987, 11, 2, M, 5546
1982, 6, 16, M, 5547
1986, 10, 28, M, 5547
1970, 10, 16, M, 5548
1971, 7, 9, M, 5548
1985, 5, 2, M, 5548
1986, 10, 6, M, 5548
1979, 9, 6, M, 5549
1970, 8, 31, M, 5550
1971, 8, 31, M, 5552
1971, 9, 24, M, 5552
1983, 8, 31, M, 5552
1985, 3, 12, M, 5552
1980, 9, 11, M, 5553
1988, 2, 22, M, 5553
1971, 1, 22, M, 5554
1988, 4, 18, M, 5554
1987, 12, 4, M, 5555
1979, 8, 1, M, 5556
1983, 3, 29, M, 5556
1985, 1, 18, M, 5556
1987, 10, 22, M, 5556
1983, 6, 29, M, 5557
1983, 9, 30, M, 5557
1987, 1, 23, M, 5557
1969, 7, 28, M, 5558
1971, 9, 3, M, 5558
1983, 8, 26, M, 5558
1985, 6, 4, M, 5558
1983, 8, 4, M, 5559
1986, 4, 25, M, 5559
1988, 1, 7, M, 5559
1969, 7, 8, M, 5560
1971, 7, 16, M, 5560
1982, 6, 28, M, 5561
1985, 5, 17, M, 5561
1985, 12, 19, M, 5561
1986, 2, 28, M, 5561
1969, 7, 25, M, 5562
1969, 8, 27, M, 5562
1969, 9, 25, M, 5562
1987, 12, 3, M, 5562
1981, 7, 27, M, 5563
1970, 12, 10, M, 5564
1971, 9, 10, M, 5564
1979, 7, 10, M, 5564
1986, 5, 14, M, 5564
1988, 2, 3, M, 5564
1981, 6, 16, M, 5565
1984, 10, 23, M, 5565
1985, 10, 7, M, 5565
1981, 12, 15, M, 5566
1983, 7, 27, M, 5566
1983, 12, 20, M, 5566
1984, 6, 21, M, 5566
1980, 8, 1, M, 5567
1980, 9, 25, M, 5567
1981, 7, 16, M, 5567
1985, 6, 17, M, 5567
1987, 3, 19, M, 5567
1979, 7, 26, M, 5568
1982, 7, 22, M, 5568
1982, 8, 26, M, 5568
1979, 9, 19, M, 5569
1985, 6, 19, M, 5569
1986, 6, 4, M, 5569
1987, 3, 27, M, 5569
1969, 10, 14, M, 5570
1969, 12, 15, M, 5570
1970, 6, 16, M, 5570
1971, 9, 16, M, 5570
1971, 10, 1, M, 5570
1984, 7, 25, M, 5570
1983, 9, 28, M, 5571
1983, 11, 22, M, 5571
1983, 12, 19, M, 5571
1984, 6, 22, M, 5571
1985, 11, 20, M, 5571
1988, 12, 12, M, 5571
1971, 1, 26, M, 5572
1982, 6, 10, M, 5572
1983, 6, 17, M, 5572
1983, 6, 23, M, 5572
1985, 10, 17, M, 5572
1986, 5, 9, M, 5572
1984, 5, 22, M, 5573
1985, 11, 27, M, 5573
1970, 3, 17, M, 5574
1979, 7, 27, M, 5574
1980, 12, 16, M, 5574
1982, 6, 23, M, 5574
1986, 6, 11, M, 5574
1983, 7, 1, M, 5575
1969, 8, 29, M, 5576
1970, 12, 4, M, 5576
1986, 5, 19, M, 5576
1987, 10, 12, M, 5576
1988, 2, 24, M, 5576
1979, 7, 31, M, 5577
1982, 6, 2, M, 5577
1987, 7, 6, M, 5577
1987, 11, 9, M, 5577
1988, 3, 2, M, 5577
1969, 9, 5, M, 5578
1970, 10, 12, M, 5578
1985, 6, 5, M, 5578
1986, 2, 18, M, 5578
1987, 5, 1, M, 5578
1979, 7, 12, M, 5579
1980, 8, 18, M, 5579
1983, 3, 2, M, 5579
1983, 6, 7, M, 5579
1970, 6, 12, M, 5580
1971, 9, 29, M, 5580
1987, 11, 5, M, 5580
1979, 9, 7, M, 5581
1984, 7, 30, M, 5581
1985, 3, 28, M, 5581
1986, 4, 15, M, 5581
1984, 12, 19, M, 5583
1987, 3, 9, M, 5583
1987, 6, 29, M, 5583
1988, 1, 29, M, 5583
1988, 4, 4, M, 5583
1982, 5, 11, M, 5584
1986, 5, 2, M, 5584
1988, 10, 27, M, 5584
1983, 7, 19, M, 5585
1986, 10, 24, M, 5585
1969, 8, 11, M, 5586
1969, 10, 21, M, 5586
1971, 9, 8, M, 5586
1980, 12, 31, M, 5586
1982, 12, 29, M, 5586
1983, 8, 3, M, 5587
1969, 9, 18, M, 5588
1971, 2, 5, M, 5588
1983, 8, 10, M, 5588
1983, 9, 29, M, 5588
1985, 11, 19, M, 5588
1986, 2, 11, M, 5588
1987, 2, 12, M, 5588
1985, 10, 29, M, 5589
1971, 9, 14, M, 5590
1986, 10, 16, M, 5590
1987, 12, 14, M, 5590
1988, 4, 11, M, 5590
1979, 9, 25, M, 5591
1981, 9, 30, M, 5591
1988, 4, 29, M, 5591
1969, 8, 13, M, 5592
1982, 6, 18, M, 5592
1982, 8, 6, M, 5592
1986, 6, 10, M, 5592
1987, 3, 6, M, 5592
1980, 8, 25, M, 5593
1985, 10, 25, M, 5593
1987, 3, 25, M, 5593
1985, 5, 9, M, 5594
1986, 5, 21, M, 5594
1986, 11, 11, M, 5594
1987, 2, 27, M, 5594
1982, 5, 25, M, 5595
1984, 6, 14, M, 5595
1985, 3, 8, M, 5595
1986, 12, 9, M, 5595
1988, 11, 14, M, 5595
1969, 8, 12, M, 5596
1969, 9, 17, M, 5596
1969, 9, 22, M, 5596
1979, 7, 24, M, 5596
1983, 9, 16, M, 5596
1986, 4, 28, M, 5596
1981, 8, 27, M, 5597
1982, 6, 15, M, 5597
1983, 3, 15, M, 5597
1988, 1, 21, M, 5597
1988, 1, 28, M, 5597
1969, 10, 3, M, 5598
1970, 7, 8, M, 5598
1970, 10, 5, M, 5598
1988, 1, 27, M, 5598
1980, 9, 4, M, 5599
1983, 6, 30, M, 5599
1985, 12, 16, M, 5599
1987, 5, 4, M, 5599
1987, 11, 19, M, 5599
1988, 3, 17, M, 5599
1979, 8, 10, M, 5600
1981, 9, 2, M, 5600
1983, 8, 17, M, 5600
1986, 3, 10, M, 5600
1988, 2, 4, M, 5600
1988, 10, 19, M, 5601
1970, 8, 21, M, 5602
1971, 9, 7, M, 5602
1980, 10, 2, M, 5602
1983, 6, 24, M, 5602
1986, 3, 18, M, 5603
1987, 4, 24, M, 5603
1970, 7, 17, M, 5604
1971, 2, 22, M, 5604
1988, 3, 16, M, 5604
1979, 8, 28, M, 5605
1979, 12, 28, M, 5605
1983, 7, 22, M, 5605
1988, 2, 5, M, 5605
1988, 3, 21, M, 5605
1969, 9, 15, M, 5606
1970, 11, 12, M, 5606
1982, 7, 2, M, 5606
1985, 11, 22, M, 5606
1979, 9, 14, M, 5607
1981, 8, 20, M, 5607
1987, 2, 17, M, 5607
1987, 12, 2, M, 5607
1970, 7, 6, M, 5608
1971, 2, 9, M, 5608
1979, 9, 21, M, 5608
1980, 6, 27, M, 5608
1980, 7, 1, M, 5608
1987, 3, 3, M, 5608
1983, 12, 29, M, 5609
1980, 8, 13, M, 5610
1987, 2, 25, M, 5610
1988, 11, 28, M, 5610
1981, 12, 18, M, 5611
1985, 5, 23, M, 5611
1985, 6, 10, M, 5611
1987, 5, 14, M, 5611
1969, 7, 16, M, 5612
1969, 8, 15, M, 5612
1980, 8, 28, M, 5612
1984, 7, 16, M, 5612
1986, 6, 30, M, 5612
1982, 11, 30, M, 5613
1980, 12, 29, M, 5615
1969, 12, 29, M, 5616
1970, 2, 3, M, 5616
1970, 10, 7, M, 5616
1985, 11, 25, M, 5616
1986, 10, 14, M, 5616
1987, 5, 11, M, 5616
1987, 6, 22, M, 5616
1988, 11, 9, M, 5616
1983, 7, 8, M, 5617
1985, 5, 28, M, 5617
1985, 11, 14, M, 5617
1986, 12, 15, M, 5617
1988, 4, 6, M, 5617
1969, 8, 1, M, 5618
1980, 8, 29, M, 5618
1981, 10, 1, M, 5618
1983, 7, 7, M, 5618
1985, 6, 24, M, 5618
1987, 4, 30, M, 5618
1988, 2, 23, M, 5618
1979, 9, 27, M, 5619
1986, 3, 6, M, 5619
1986, 4, 30, M, 5619
1987, 2, 24, M, 5619
1987, 8, 31, M, 5619
1969, 8, 6, M, 5620
1969, 10, 1, M, 5620
1982, 8, 16, M, 5620
1985, 11, 12, M, 5620
1986, 4, 29, M, 5620
1986, 6, 5, M, 5620
1988, 11, 16, M, 5620
1985, 4, 12, M, 5621
1981, 7, 22, M, 5622
1988, 2, 11, M, 5622
1988, 3, 24, M, 5622
1988, 1, 22, M, 5623
1988, 5, 4, M, 5623
1971, 3, 9, M, 5624
1982, 8, 23, M, 5624
1986, 10, 15, M, 5624
1987, 3, 26, M, 5624
1987, 11, 12, M, 5624
1980, 8, 27, M, 5625
1986, 3, 4, M, 5625
1988, 12, 9, M, 5625
1969, 11, 11, M, 5626
1982, 10, 19, M, 5626
1988, 4, 25, M, 5626
1987, 11, 16, M, 5627
1970, 8, 17, M, 5628
1980, 8, 15, M, 5628
1982, 11, 23, M, 5628
1983, 8, 8, M, 5628
1984, 10, 19, M, 5628
1987, 11, 11, M, 5628
1982, 7, 29, M, 5629
1971, 10, 5, M, 5630
1980, 10, 3, M, 5631
1984, 7, 26, M, 5631
1969, 7, 22, M, 5632
1970, 10, 20, M, 5632
1970, 12, 14, M, 5632
1980, 8, 20, M, 5632
1983, 9, 8, M, 5632
1987, 5, 7, M, 5632
1979, 8, 7, M, 5633
1983, 7, 26, M, 5633
1970, 7, 20, M, 5634
1971, 1, 18, M, 5634
1971, 8, 20, M, 5634
1980, 8, 7, M, 5634
1982, 7, 19, M, 5634
1981, 9, 8, M, 5635
1985, 6, 7, M, 5635
1970, 7, 10, M, 5636
1988, 3, 23, M, 5636
1970, 11, 24, M, 5638
1986, 3, 27, M, 5638
1984, 7, 9, M, 5639
1986, 5, 15, M, 5639
1970, 6, 2, M, 5640
1970, 11, 18, M, 5640
1979, 10, 2, M, 5640
1980, 7, 31, M, 5640
1987, 12, 10, M, 5640
1981, 8, 19, M, 5641
1982, 7, 26, M, 5641
1983, 8, 2, M, 5641
1984, 10, 1, M, 5641
1986, 6, 6, M, 5641
1988, 3, 18, M, 5641
1970, 12, 31, M, 5642
1984, 6, 26, M, 5642
1986, 5, 6, M, 5642
1987, 4, 22, M, 5642
1981, 9, 24, M, 5643
1970, 7, 24, M, 5644
1980, 7, 9, M, 5644
1988, 12, 2, M, 5644
1983, 9, 12, M, 5645
1988, 11, 2, M, 5645
1969, 9, 26, M, 5646
1970, 8, 7, M, 5646
1979, 9, 24, M, 5646
1983, 9, 2, M, 5646
1988, 5, 13, M, 5646
1988, 12, 7, M, 5646
1969, 9, 24, M, 5648
1970, 7, 15, M, 5648
1981, 12, 30, M, 5648
1982, 10, 7, M, 5648
1987, 12, 16, M, 5648
1987, 2, 3, M, 5649
1987, 1, 6, M, 5650
1985, 6, 14, M, 5651
1986, 11, 25, M, 5651
1981, 10, 9, M, 5652
1985, 10, 10, M, 5652
1985, 10, 18, M, 5652
1988, 3, 15, M, 5652
1982, 8, 9, M, 5653
1969, 12, 16, M, 5654
1981, 7, 8, M, 5654
1986, 2, 25, M, 5654
1982, 8, 19, M, 5655
1984, 8, 27, M, 5655
1986, 10, 8, M, 5655
1987, 11, 18, M, 5655
1988, 5, 5, M, 5656
1980, 9, 8, M, 5657
1982, 8, 30, M, 5657
1969, 11, 4, M, 5658
1984, 8, 13, M, 5658
1985, 5, 20, M, 5658
1982, 6, 30, M, 5659
1983, 8, 5, M, 5659
1988, 2, 18, M, 5659
1988, 4, 20, M, 5659
1980, 7, 11, M, 5661
1986, 4, 3, M, 5661
1986, 6, 16, M, 5661
1971, 1, 15, M, 5662
1988, 4, 14, M, 5662
1983, 7, 13, M, 5663
1986, 10, 17, M, 5663
1987, 10, 28, M, 5663
1982, 6, 21, M, 5664
1985, 11, 1, M, 5664
1987, 10, 23, M, 5664
1987, 10, 27, M, 5664
1985, 4, 30, M, 5665
1970, 12, 2, M, 5666
1981, 9, 17, M, 5666
1986, 3, 26, M, 5667
1969, 7, 29, M, 5668
1970, 8, 10, M, 5668
1970, 10, 9, M, 5668
1982, 7, 14, M, 5668
1984, 10, 12, M, 5668
1987, 4, 15, M, 5668
1987, 5, 26, M, 5668
1985, 6, 18, M, 5669
1986, 3, 11, M, 5669
1987, 4, 9, M, 5670
1988, 1, 20, M, 5670
1981, 8, 13, M, 5671
1985, 5, 30, M, 5671
1980, 7, 15, M, 5672
1983, 5, 24, M, 5672
1985, 11, 15, M, 5672
1986, 3, 7, M, 5672
1980, 9, 26, M, 5673
1981, 7, 15, M, 5673
1983, 9, 22, M, 5673
1983, 12, 30, M, 5673
1985, 2, 12, M, 5673
1988, 3, 3, M, 5673
1982, 8, 2, M, 5674
1988, 5, 16, M, 5674
1983, 8, 23, M, 5675
1988, 3, 31, M, 5675
1981, 7, 24, M, 5676
1981, 7, 30, M, 5677
1983, 8, 30, M, 5677
1984, 8, 20, M, 5677
1987, 4, 3, M, 5677
1987, 8, 24, M, 5677
1988, 4, 21, M, 5677
1984, 11, 20, M, 5678
1982, 7, 6, M, 5679
1970, 9, 2, M, 5680
1986, 12, 2, M, 5680
1984, 9, 4, M, 5681
1985, 7, 5, M, 5681
1987, 2, 10, M, 5681
1988, 2, 26, M, 5681
1988, 4, 8, M, 5681
1969, 8, 26, M, 5682
1970, 7, 27, M, 5682
1971, 1, 12, M, 5682
1981, 6, 30, M, 5682
1984, 10, 8, M, 5682
1987, 12, 22, M, 5682
1980, 7, 30, M, 5683
1986, 12, 17, M, 5683
1987, 4, 2, M, 5683
1988, 1, 5, M, 5683
1969, 9, 30, M, 5684
1971, 2, 2, M, 5684
1981, 7, 23, M, 5684
1981, 8, 3, M, 5684
1970, 11, 20, M, 5686
1982, 10, 8, M, 5686
1987, 11, 25, M, 5686
1981, 9, 1, M, 5687
1987, 6, 18, M, 5687
1983, 8, 9, M, 5688
1984, 10, 10, M, 5688
1981, 12, 28, M, 5689
1983, 9, 23, M, 5689
1985, 10, 9, M, 5689
1986, 5, 27, M, 5689
1987, 10, 16, M, 5689
1988, 4, 15, M, 5689
1982, 9, 9, M, 5690
1984, 10, 15, M, 5690
1987, 6, 8, M, 5690
1988, 11, 23, M, 5690
1983, 7, 29, M, 5691
1985, 10, 22, M, 5691
1969, 8, 20, M, 5692
1979, 9, 18, M, 5692
1981, 8, 10, M, 5692
1982, 8, 5, M, 5692
1986, 3, 21, M, 5692
1988, 3, 25, M, 5692
1983, 9, 6, M, 5693
1981, 9, 21, M, 5694
1970, 10, 2, M, 5696
1988, 1, 26, M, 5696
1988, 4, 7, M, 5696
1980, 9, 9, M, 5697
1984, 8, 23, M, 5697
1988, 2, 19, M, 5697
1970, 9, 28, M, 5698
1971, 9, 9, M, 5698
1980, 7, 17, M, 5698
1980, 9, 30, M, 5698
1980, 7, 16, M, 5699
1985, 7, 24, M, 5699
1970, 11, 3, M, 5700
1970, 12, 22, M, 5700
1980, 7, 22, M, 5700
1981, 7, 17, M, 5700
1984, 8, 9, M, 5700
1986, 6, 12, M, 5700
1983, 6, 28, M, 5701
1981, 8, 31, M, 5702
1984, 7, 11, M, 5702
1984, 7, 23, M, 5702
1980, 9, 10, M, 5703
1984, 10, 16, M, 5703
1987, 10, 29, M, 5703
1980, 9, 12, M, 5704
1982, 6, 22, M, 5704
1982, 10, 12, M, 5704
1987, 5, 18, M, 5705
1987, 11, 30, M, 5705
1970, 10, 13, M, 5706
1981, 9, 29, M, 5706
1982, 8, 11, M, 5706
1983, 10, 4, M, 5706
1987, 4, 16, M, 5707
1980, 9, 2, M, 5708
1988, 11, 17, M, 5708
1980, 7, 28, M, 5709
1986, 10, 21, M, 5709
1988, 1, 12, M, 5709
1970, 8, 13, M, 5710
1982, 7, 30, M, 5710
1986, 5, 23, M, 5710
1985, 5, 24, M, 5711
1987, 10, 30, M, 5711
1983, 8, 12, M, 5712
1981, 8, 11, M, 5713
1983, 7, 6, M, 5713
1988, 11, 11, M, 5713
1988, 11, 30, M, 5713
1988, 12, 8, M, 5713
1980, 10, 1, M, 5714
1983, 9, 14, M, 5714
1987, 11, 6, M, 5714
1988, 2, 12, M, 5714
1985, 3, 29, M, 5715
1985, 10, 3, M, 5715
1985, 11, 5, M, 5715
1987, 12, 8, M, 5715
1980, 9, 3, M, 5716
1981, 9, 10, M, 5716
1985, 7, 29, M, 5716
1985, 4, 23, M, 5717
1970, 11, 10, M, 5718
1971, 8, 3, M, 5718
1984, 8, 22, M, 5718
1979, 9, 5, M, 5719
1983, 8, 19, M, 5719
1988, 12, 6, M, 5719
1979, 9, 11, M, 5720
1981, 9, 18, M, 5720
1981, 10, 2, M, 5720
1983, 7, 20, M, 5720
1988, 3, 4, M, 5720
1984, 7, 18, M, 5721
1984, 8, 24, M, 5721
1970, 9, 3, M, 5722
1986, 5, 13, M, 5722
