year,month,day,gender,births
1989, 8, -1, M, 188074
2006, 10, -1, M, 188122
1990, 7, -1, M, 188837
2008, 9, -1, M, 188964
2006, 7, -1, M, 189126
2007, 10, -1, M, 189157
2005, 8, -1, M, 189599
1990, 8, -1, M, 191101
2008, 8, -1, M, 191315
2006, 9, -1, M, 191866
2008, 7, -1, M, 192714
2007, 7, -1, M, 195135
2006, 8, -1, M, 198942
2007, 8, -1, M, 199622
